PID,SPLIT
124435,train
124436,test
124440,test
124441,train
124443,dev
124449,train
124450,train
124453,dev
124455,test
124459,dev
124461,train
124465,train
124468,train
124471,train
124476,train
124478,train
124482,test
124484,train
124486,train
124504,train
124505,train
124507,train
124513,train
124519,train
124522,dev
124524,test
124526,train
124530,test
124533,dev
124537,train
124541,test
124544,dev
124546,train
124548,train
124553,train
124555,dev
124557,train
124558,train
124565,train
124566,train
124568,train
124576,train
124578,train
124579,test
124584,dev
124588,train
124592,test
124595,train
124597,train
124602,dev
124607,test
124608,train
124614,dev
124617,dev
124620,train
124624,dev
124633,train
124637,train
124643,train
124648,train
124649,train
124650,test
124651,test
124660,train
124673,train
124674,train
124678,train
124680,train
124690,train
124693,test
124694,train
124696,train
124697,train
124700,dev
124704,train
124705,train
124706,test
124708,train
124713,train
124714,train
124715,dev
124716,train
124720,train
124722,train
124725,train
124732,dev
124733,train
124735,train
124737,train
124738,test
124741,train
124742,dev
124744,train
124747,train
124757,dev
124760,train
124764,train
124768,dev
124772,test
124775,train
124787,train
124791,test
124794,train
124795,train
124798,dev
124802,train
124803,test
124809,train
124811,train
124814,test
124815,train
124829,test
124831,dev
124832,train
124836,train
124839,dev
124840,train
124842,train
124843,train
124846,train
124852,dev
124854,test
124855,train
124859,train
124861,train
124862,train
124863,train
124864,train
124867,train
124872,train
124876,train
124880,train
124882,train
124885,dev
124886,train
124887,train
124888,train
124889,train
124896,train
124899,dev
124902,train
124907,train
124908,train
124913,dev
124924,train
124929,test
124931,train
124936,train
124938,test
124940,train
124942,dev
124944,train
124949,train
124954,test
124959,train
124960,test
124964,dev
124969,dev
124971,test
124973,train
124978,train
124980,train
124982,train
124983,test
124986,train
124990,train
124992,test
124998,train
125005,dev
125009,train
125014,test
125015,train
125018,dev
125023,train
125026,dev
125028,test
125030,train
125031,test
125033,train
125037,train
125038,train
125044,train
125045,train
125050,dev
125052,test
125055,train
125058,dev
125066,train
125067,train
125068,train
125071,test
125073,test
125074,train
125075,train
125080,train
125081,train
125087,train
125088,train
125090,train
125091,test
125107,train
125111,dev
125112,train
125114,train
125115,train
125120,test
125122,train
125134,dev
125135,train
125138,train
125145,train
125150,train
125153,train
125158,train
125162,train
125166,test
125167,train
125174,test
125175,train
125179,train
125181,train
125185,train
125189,train
125190,train
125191,train
125193,train
125194,train
125196,train
125197,train
125198,train
125202,train
125209,train
125210,dev
125214,train
125215,test
125218,train
125222,test
125226,train
125228,dev
125231,train
125239,train
125240,train
125241,train
125242,train
125243,train
125244,train
125248,train
125250,train
125252,test
125253,train
125254,train
125256,train
125257,train
125262,train
125263,train
125267,train
125271,test
125273,dev
125275,train
125282,train
125284,train
125287,train
125288,train
125292,dev
125293,train
125296,dev
125299,train
125300,train
125303,test
125305,train
125307,train
125309,train
125314,train
125315,train
125317,test
125319,train
125325,train
125327,test
125328,train
125337,train
125343,test
125346,train
125348,train
125349,train
125350,train
125353,train
125356,dev
125367,test
125368,train
125369,dev
125370,train
125373,test
125374,train
125376,train
125377,train
125378,train
125379,dev
125380,dev
125381,train
125384,test
125389,train
125391,train
125397,test
125401,test
125404,train
125408,train
125413,dev
125416,train
125419,train
125421,train
125424,test
125427,train
125432,train
125437,dev
125439,train
125440,dev
125441,train
125443,train
125445,train
125450,train
125452,train
125466,train
125467,dev
125470,dev
125475,dev
125477,train
125482,train
125486,dev
125487,train
125491,test
125493,test
125495,train
125497,train
125499,train
125501,train
125505,train
125506,train
125508,test
125510,dev
125511,train
125514,train
125515,test
125516,train
125518,dev
125521,train
125526,train
125528,train
125537,test
125542,train
125544,train
125548,test
125551,train
125554,test
125555,train
125556,train
125560,dev
125565,train
125567,train
125568,train
125578,train
125583,dev
125584,train
125586,train
125587,test
125590,train
125593,train
125598,train
125600,train
125603,test
125605,dev
125609,dev
125611,train
125612,dev
125614,train
125618,train
125619,train
125624,train
125631,dev
125636,train
125641,train
125642,test
125643,train
125647,train
125648,dev
125661,test
125662,train
125663,train
125665,test
125675,train
125679,dev
125680,train
125681,train
125682,train
125684,train
125687,train
125688,test
125689,dev
125693,train
125697,test
125701,train
125705,dev
125716,train
125724,train
125727,train
125734,train
125752,train
125755,train
125757,train
125760,train
125764,train
125765,train
125771,train
125773,train
125776,train
125781,train
125788,train
125789,train
125791,train
125794,train
125795,test
125797,train
125803,train
125804,dev
125807,train
125808,test
125809,train
125811,train
125813,train
125815,train
125818,train
125823,test
125825,test
125834,train
125837,train
125840,test
125844,train
125846,train
125848,train
125851,dev
125854,train
125859,train
125860,train
125863,train
125864,train
125870,train
125871,train
125875,train
125876,dev
125878,train
125885,dev
125890,train
125891,dev
125892,dev
125894,train
125896,train
125898,dev
125901,train
125904,train
125906,dev
125908,dev
125909,train
125910,train
125911,train
125918,train
125919,train
125922,train
125923,train
125929,train
125930,train
125936,train
125937,train
125938,train
125941,train
125943,test
125947,dev
125948,train
125951,train
125953,train
125964,train
125966,train
125967,train
125969,train
125971,train
125975,train
125980,train
125982,dev
125996,train
125997,train
125999,dev
126000,test
126004,train
126007,train
126009,train
126014,train
126019,test
126020,dev
126025,train
126029,test
126030,train
126036,dev
126038,train
126039,train
126044,dev
126051,train
126055,train
126056,train
126057,train
126060,train
126061,train
126063,train
126070,dev
126078,train
126080,dev
126084,train
126089,dev
126099,train
126101,train
126105,train
126106,train
126107,train
126110,test
126112,train
126115,train
126116,train
126118,train
126119,dev
126120,train
126121,train
126123,train
126127,train
126128,dev
126131,train
126144,train
126145,train
126146,train
126151,train
126152,train
126153,train
126154,test
126155,dev
126157,train
126161,train
126164,dev
126166,train
126169,test
126171,train
126173,dev
126184,test
126186,dev
126190,dev
126194,train
126197,train
126198,test
126199,train
126201,train
126202,dev
126205,train
126207,train
126211,train
126212,train
126213,test
126217,train
126221,dev
126224,train
126228,test
126229,dev
126230,train
126232,dev
126234,dev
126236,train
126237,train
126241,train
126244,train
126245,train
126246,train
126250,train
126252,test
126253,train
126254,train
126259,dev
126263,train
126265,test
126267,dev
126268,train
126269,train
126276,dev
126278,test
126279,test
126282,train
126285,dev
126288,train
126294,train
126295,train
126297,train
126301,train
126308,dev
126310,train
126313,train
126316,train
126319,train
126325,train
126326,train
126328,train
126329,train
126330,train
126334,train
126335,dev
126342,train
126343,train
126349,train
126350,test
126354,dev
126356,dev
126358,dev
126359,train
126362,test
126369,train
126378,test
126380,train
126381,train
126388,train
126391,test
126393,test
126397,dev
126402,train
126407,train
126408,train
126409,dev
126410,train
126412,test
126413,dev
126414,test
126420,train
126426,test
126434,train
126435,train
126446,train
126449,train
126453,test
126457,train
126465,train
126468,train
126478,train
126479,test
126482,train
126484,train
126488,train
126490,train
126495,train
126497,train
126498,test
126501,train
126503,test
126505,train
126508,train
126510,dev
126514,test
126519,train
126520,train
126524,dev
126525,train
126527,train
126529,train
126530,dev
126535,test
126536,train
126545,train
126549,train
126556,train
126558,test
126560,train
126562,dev
126564,dev
126566,train
126569,train
126572,train
126573,train
126576,train
126578,train
126579,train
126581,train
126588,train
126589,test
126593,train
126595,test
126597,dev
126599,train
126604,train
126607,dev
126612,train
126614,train
126618,train
126622,dev
126625,train
126632,train
126635,dev
126639,train
126642,train
126643,train
126644,train
126645,train
126656,train
126661,train
126663,train
126664,train
126670,train
126673,train
126676,train
126678,dev
126682,train
126684,test
126685,train
126693,train
126698,dev
126699,train
126701,train
126703,dev
126706,test
126714,train
126718,dev
126719,test
126722,test
126724,train
126727,train
126728,test
126730,train
126733,test
126736,train
126738,train
126744,train
126748,train
126753,train
126754,test
126763,dev
126767,train
126769,train
126773,train
126783,train
126784,train
126786,train
126787,train
126790,dev
126791,train
126792,test
126799,test
126801,train
126805,train
126806,dev
126811,train
126812,train
126814,dev
126821,train
126822,dev
126823,dev
126827,train
126829,train
126832,train
126834,train
126836,train
126837,train
126839,train
126840,test
126844,train
126847,train
126851,train
126853,train
126859,train
126862,dev
126864,train
126871,test
126872,dev
126875,train
126876,dev
126881,dev
126882,train
126889,test
126891,train
126892,train
126896,train
126900,train
126902,train
126903,train
126909,test
126910,train
126917,train
126921,test
126923,train
126924,train
126926,dev
126928,train
126929,train
126930,train
126931,train
126940,train
126942,train
126947,train
126948,train
126952,train
126954,test
126955,test
126965,train
126966,train
126967,train
126972,dev
126975,dev
126977,train
126979,train
126980,test
126989,train
126994,train
126999,train
127000,test
127001,train
127003,test
127006,dev
127013,test
127014,train
127015,test
127017,train
127018,train
127020,train
127021,test
127024,train
127025,train
127026,train
127028,dev
127029,train
127033,train
127036,train
127037,dev
127042,test
127044,test
127045,train
127048,train
127050,test
127058,dev
127060,train
127062,train
127064,dev
127070,train
127078,train
127090,dev
127093,train
127094,train
127099,train
127100,dev
127101,dev
127103,train
127105,train
127108,train
127117,train
127119,dev
127121,train
127122,train
127126,train
127132,dev
127133,dev
127134,train
127135,train
127150,dev
127151,dev
127153,train
127157,dev
127160,train
127166,train
127167,train
127170,train
127174,test
127176,train
127183,dev
127186,train
127187,train
127188,test
127190,train
127192,train
127194,test
127198,train
127201,dev
127203,train
127204,train
127207,train
127212,train
127214,test
127217,dev
127219,train
127229,train
127231,train
127233,train
127237,test
127245,test
127250,test
127252,test
127264,train
127265,dev
127268,train
127269,train
127270,dev
127273,train
127283,train
127287,train
127290,dev
127291,test
127296,dev
127298,train
127301,dev
127302,dev
127306,train
127311,test
127313,train
127314,train
127316,train
127321,train
127323,train
127324,train
127325,dev
127326,dev
127329,train
127331,train
127333,train
127341,train
127344,train
127346,train
127347,train
127349,train
127351,test
127355,train
127356,test
127362,train
127367,dev
127370,train
127375,train
127376,train
127378,train
127384,train
127388,train
127390,dev
127392,train
127398,train
127399,train
127400,train
127401,train
127403,train
127405,dev
127408,train
127409,train
127413,train
127414,test
127418,train
127435,train
127438,train
127444,train
127445,dev
127449,train
127456,test
127458,train
127460,train
127461,train
127469,dev
127473,train
127474,test
127475,train
127476,dev
127479,dev
127480,test
127487,train
127491,train
127492,train
127495,train
127496,train
127506,train
127508,train
127513,train
127514,test
127521,dev
127525,train
127536,test
127538,train
127539,train
127541,train
127546,train
127550,train
127555,train
127566,test
127569,train
127572,train
127573,train
127583,train
127585,dev
127586,train
127594,train
127595,train
127597,train
127599,dev
127601,dev
127606,train
127613,train
127616,train
127618,train
127619,train
127620,dev
127625,test
127629,train
127631,train
127634,train
127637,train
127640,train
127642,dev
127643,train
127644,train
127646,train
127650,train
127652,dev
127654,test
127655,dev
127658,train
127659,test
127664,test
127666,train
127667,test
127675,train
127683,train
127684,test
127686,test
127691,train
127697,train
127708,test
127710,dev
127712,dev
127718,train
127721,train
127722,train
127723,test
127729,train
127731,train
127735,train
127736,train
127739,test
127756,dev
127757,dev
127759,train
127769,train
127775,train
127780,dev
127782,train
127788,train
127789,train
127792,train
127800,train
127807,train
127809,test
127810,dev
127818,test
127828,train
127830,dev
127848,train
127853,dev
127858,train
127868,train
127872,train
127881,test
127883,train
127884,dev
127886,train
127887,train
127888,dev
127889,train
127890,test
127891,train
127893,dev
127895,train
127896,dev
127901,train
127904,test
127907,test
127909,train
127910,train
127916,dev
127917,dev
127922,train
127923,train
127925,train
127927,train
127930,dev
127931,train
127932,train
127934,train
127938,train
127944,train
127946,dev
127957,train
127961,train
127962,train
127964,train
127970,train
127972,train
127975,train
127980,train
127981,train
127983,train
127992,train
127995,train
127996,train
127997,train
127998,train
128001,train
128002,train
128006,train
128007,dev
128011,train
128013,train
128014,train
128016,test
128018,train
128021,train
128024,train
128025,train
128028,train
128031,train
128033,train
128038,train
128046,dev
128049,train
128051,train
128056,train
128062,dev
128070,train
128071,train
128072,train
128074,test
128083,dev
128088,dev
128089,train
128090,train
128092,train
128096,train
128098,train
128099,train
128103,train
128106,train
128107,train
128108,dev
128111,train
128113,train
128118,train
128122,train
128130,train
128143,test
128146,dev
128147,dev
128149,train
128150,train
128154,dev
128156,train
128159,dev
128160,train
128163,train
128165,test
128167,dev
128175,dev
128176,train
128178,train
128184,train
128189,train
128190,train
128202,dev
128205,train
128212,train
128213,train
128217,train
128218,dev
128224,test
128231,train
128236,train
128237,dev
128241,train
128242,test
128243,train
128246,train
128249,train
128250,train
128252,test
128253,train
128255,test
128260,test
128261,dev
128264,train
128265,test
128275,train
128286,train
128289,train
128295,dev
128303,dev
128306,dev
128308,dev
128314,dev
128321,train
128323,train
128329,test
128337,train
128338,train
128347,test
128351,train
128352,train
128355,train
128362,train
128363,train
128365,train
128367,train
128370,dev
128371,train
128376,train
128377,train
128387,train
128389,dev
128392,train
128407,train
128408,train
128411,train
128414,train
128415,train
128418,train
128420,train
128422,train
128426,train
128430,test
128443,dev
128447,train
128448,dev
128449,train
128453,train
128461,train
128463,train
128466,train
128468,test
128473,train
128478,train
128483,train
128488,train
128498,train
128510,train
128512,test
128519,dev
128520,train
128524,dev
128526,dev
128531,train
128534,train
128535,train
128536,dev
128545,train
128551,dev
128552,train
128555,train
128558,train
128559,train
128564,dev
128565,train
128570,train
128574,test
128575,test
128577,train
128581,dev
128584,train
128586,train
128593,test
128595,train
128601,dev
128603,dev
128605,test
128613,train
128617,train
128619,train
128622,train
128623,train
128625,train
128627,dev
128633,train
128634,train
128638,train
128639,train
128644,train
128645,train
128647,train
128651,train
128653,train
128657,train
128663,train
128664,train
128666,test
128668,train
128669,train
128670,test
128672,dev
128674,dev
128677,dev
128678,dev
128680,train
128682,train
128694,train
128696,dev
128698,dev
128706,test
128708,train
128714,dev
128715,dev
128720,train
128723,train
128732,train
128736,train
128740,train
128743,train
128744,train
128748,test
128749,train
128750,train
128756,train
128757,train
128763,train
128766,dev
128769,test
128772,train
128779,dev
128781,train
128783,test
128787,test
128792,train
128795,dev
128797,train
128801,dev
128803,dev
128804,train
128807,train
128811,dev
128817,dev
128820,train
128821,dev
128823,train
128829,train
128831,dev
128833,train
128834,dev
128836,test
128841,train
128844,train
128847,train
128849,dev
128852,train
128857,test
128861,dev
128872,train
128880,dev
128882,test
128886,train
128889,dev
128890,train
128891,train
128892,train
128893,dev
128895,train
128899,train
128900,train
128902,train
128903,test
128908,train
128909,test
128910,test
128914,dev
128915,dev
128920,test
128921,train
128922,dev
128923,train
128924,train
128934,train
128935,dev
128938,train
128940,train
128942,train
128943,test
128944,train
128946,train
128950,test
128952,dev
128953,dev
128954,train
128958,train
128959,dev
128962,train
128968,train
128971,test
128972,train
128984,test
128985,test
128991,train
128995,train
128996,train
128998,train
128999,train
129004,train
129008,train
129009,train
129010,train
129011,dev
129016,test
129020,train
129021,train
129025,train
129026,train
129035,train
129036,train
129041,train
129045,train
129046,train
129050,train
129054,train
129055,dev
129058,train
129064,dev
129068,train
129071,train
129073,train
129074,train
129081,dev
129091,train
129092,train
129095,test
129097,train
129100,train
129103,train
129104,train
129107,train
129109,train
129110,dev
129115,train
129119,train
129121,test
129122,test
129123,train
129124,test
129126,train
129129,dev
129130,train
129133,train
129137,train
129138,train
129140,train
129141,train
129144,train
129145,train
129155,test
129163,dev
129165,train
129166,dev
129167,train
129173,dev
129178,train
129185,test
129187,train
129188,train
129189,test
129191,train
129197,train
129199,train
129205,train
129208,test
129214,dev
129216,train
129218,train
129225,train
129227,train
129228,test
129233,test
129234,train
129249,train
129251,train
129254,test
129255,train
129257,train
129263,dev
129266,train
129269,train
129277,dev
129278,test
129285,train
129287,train
129289,train
129293,train
129296,dev
129300,train
129301,dev
129309,train
129317,dev
129318,train
129322,train
129333,test
129334,train
129335,dev
129337,dev
129344,test
129346,train
129347,train
129351,train
129355,train
129356,train
129358,dev
129371,dev
129372,train
129376,test
129380,dev
129381,test
129386,train
129392,dev
129398,train
129401,train
129406,train
129410,train
129415,test
129422,dev
129426,train
129432,train
129440,train
129441,train
129443,train
129448,train
129450,train
129455,dev
129458,train
129466,train
129469,train
129478,train
129479,train
129480,train
129481,train
129484,dev
129486,train
129494,test
129496,train
129499,test
129500,train
129510,train
129511,dev
129513,dev
129514,train
129519,train
129524,train
129529,train
129532,train
129534,train
129535,train
129539,train
129541,train
129543,train
129553,dev
129556,dev
129559,train
129560,dev
129564,train
129569,train
129574,train
129582,dev
129583,test
129584,train
129585,dev
129589,train
129592,train
129599,train
129600,train
129608,train
129609,dev
129618,dev
129620,test
129625,test
129626,train
129627,test
129628,train
129630,train
129637,dev
129641,test
129642,train
129652,train
129653,dev
129662,train
129676,dev
129677,dev
129678,train
129679,train
129685,train
129687,test
129691,dev
129695,train
129700,train
129703,dev
129712,train
129713,dev
129714,dev
129721,train
129726,train
129727,test
129728,train
129733,train
129734,train
129738,test
129739,train
129741,test
129744,train
129752,train
129754,dev
129759,test
129761,train
129762,train
129766,train
129769,train
129772,test
129774,train
129778,test
129783,train
129794,test
129800,train
129801,train
129803,train
129805,train
129806,dev
129808,train
129811,dev
129813,dev
129814,train
129816,train
129820,test
129822,train
129824,train
129831,train
129842,test
129843,train
129844,test
129849,train
129851,test
129853,dev
129856,test
129857,train
129860,dev
129865,test
129867,dev
129869,train
129871,train
129872,train
129877,train
129880,test
129881,train
129885,train
129892,train
129893,dev
129902,train
129903,dev
129904,test
129906,train
129909,dev
129911,test
129925,train
129932,train
129935,dev
129936,dev
129937,train
129942,train
129952,train
129953,train
129955,test
129956,train
129966,dev
129967,test
129968,dev
129969,train
129970,dev
129974,train
129982,test
129983,train
129987,train
129990,train
129992,train
129993,train
129994,test
129998,train
129999,train
130003,test
130005,train
130007,train
130009,train
130010,dev
130013,train
130014,train
130019,test
130020,train
130023,train
130028,train
130029,test
130033,train
130036,train
130038,train
130041,train
130042,train
130044,dev
130047,train
130050,train
130051,train
130052,dev
130053,train
130067,train
130068,train
130074,train
130075,test
130078,train
130079,train
130082,train
130088,dev
130091,train
130092,test
130095,dev
130103,train
130106,train
130110,test
130113,train
130114,train
130117,train
130120,train
130121,test
130127,train
130130,train
130133,train
130139,train
130140,test
130141,train
130142,dev
130144,train
130147,train
130151,train
130156,test
130159,train
130160,train
130162,train
130163,train
130165,train
130168,train
130173,dev
130175,train
130178,train
130179,train
130180,train
130182,train
130192,train
130194,train
130203,train
130206,train
130214,train
130215,train
130219,dev
130221,test
130222,dev
130223,test
130226,train
130228,train
130229,train
130230,train
130231,train
130236,dev
130240,train
130244,train
130256,train
130257,test
130260,train
130262,dev
130264,train
130267,dev
130268,train
130269,train
130271,train
130277,train
130283,train
130285,train
130291,train
130295,train
130296,train
130298,train
130299,train
130301,test
130302,train
130305,train
130308,dev
130310,train
130315,train
130319,train
130322,train
130331,train
130335,train
130339,dev
130345,train
130350,train
130352,train
130355,train
130356,train
130360,train
130362,dev
130364,train
130365,dev
130368,train
130369,train
130371,train
130376,test
130377,dev
130380,train
130384,train
130385,dev
130391,train
130392,test
130395,train
130399,dev
130406,train
130411,train
130413,train
130415,train
130416,train
130423,dev
130426,train
130428,dev
130432,train
130437,train
130439,train
130442,dev
130443,dev
130447,train
130449,train
130450,train
130453,train
130460,train
130461,train
130462,train
130464,train
130467,dev
130469,dev
130474,train
130481,test
130489,train
130491,train
130496,train
130505,train
130509,dev
130510,train
130511,dev
130512,train
130522,train
130524,dev
130528,train
130530,train
130531,train
130533,train
130535,dev
130540,train
130543,dev
130544,train
130547,train
130548,train
130549,train
130550,train
130553,dev
130559,train
130560,train
130561,test
130564,train
130567,train
130569,train
130571,train
130575,train
130580,train
130589,train
130590,train
130591,test
130592,test
130596,test
130597,test
130600,train
130605,train
130610,train
130618,test
130622,train
130623,dev
130624,train
130633,test
130639,train
130647,test
130649,train
130654,train
130655,dev
130664,train
130669,train
130674,train
130679,test
130681,train
130683,train
130688,dev
130689,train
130692,dev
130694,train
130695,test
130697,test
130699,dev
130705,dev
130706,train
130716,train
130718,train
130722,train
130724,train
130727,train
130728,dev
130731,train
130738,train
130741,train
130743,train
130744,train
130745,train
130746,test
130749,train
130753,train
130754,train
130755,train
130756,dev
130758,train
130760,train
130764,train
130766,train
130767,train
130770,train
130771,train
130772,dev
130775,dev
130777,train
130778,dev
130781,dev
130786,test
130787,train
130790,train
130794,dev
130796,train
130804,train
130808,train
130809,train
130811,train
130813,train
130814,train
130815,dev
130825,train
130827,train
130830,train
130839,train
130840,test
130844,train
130845,train
130846,train
130849,train
130850,train
130854,train
130856,train
130857,train
130860,train
130864,train
130866,train
130868,train
130869,train
130882,train
130884,train
130889,train
130891,test
130895,test
130896,train
130902,dev
130915,train
130923,test
130929,test
130930,train
130942,dev
130944,dev
130946,train
130950,train
130952,train
130956,dev
130959,train
130960,dev
130964,train
130966,test
130967,test
130968,dev
130972,train
130974,train
130975,train
130977,test
130978,train
130980,train
130983,train
130987,train
130988,dev
131003,train
131005,train
131006,train
131012,train
131016,train
131019,train
131022,train
131033,train
131038,train
131042,train
131053,train
131056,train
131057,dev
131071,train
131072,train
131083,train
131084,test
131088,train
131089,train
131092,test
131096,train
131097,test
131098,train
131103,train
131104,train
131112,train
131122,train
131124,train
131125,test
131129,test
131136,train
131140,train
131143,train
131149,dev
131155,dev
131156,train
131160,dev
131167,train
131168,test
131169,dev
131171,train
131174,dev
131176,train
131187,train
131189,train
131195,train
131198,test
131207,test
131209,train
131215,dev
131220,train
131222,train
131223,dev
131224,dev
131226,train
131229,test
131232,test
131235,train
131236,train
131238,train
131242,test
131245,dev
131250,train
131252,train
131255,train
131257,train
131260,test
131265,dev
131268,train
131272,train
131277,train
131280,dev
131281,train
131285,train
131287,dev
131299,train
131303,train
131306,train
131312,train
131313,train
131314,train
131316,train
131317,train
131319,train
131327,train
131329,train
131332,dev
131339,train
131342,train
131350,train
131356,train
131365,dev
131366,train
131371,test
131374,test
131380,train
131383,train
131387,train
131390,train
131396,train
131400,train
131405,test
131406,train
131412,train
131423,dev
131433,train
131438,train
131440,dev
131443,test
131449,dev
131452,train
131456,test
131463,train
131464,train
131465,dev
131467,train
131468,train
131469,train
131470,train
131476,train
131480,train
131481,dev
131482,train
131484,train
131486,test
131491,dev
131494,test
131495,train
131497,train
131500,train
131514,train
131515,train
131516,train
131520,train
131522,train
131525,train
131527,dev
131533,dev
131534,dev
131537,dev
131542,train
131544,train
131550,train
131558,dev
131566,test
131567,train
131569,train
131570,test
131572,train
131573,train
131576,test
131579,train
131582,test
131584,train
131591,test
131593,test
131596,dev
131602,train
131606,train
131607,train
131611,test
131612,train
131614,train
131616,test
131624,test
131629,train
131634,train
131641,test
131645,test
131647,train
131655,dev
131657,train
131664,train
131666,train
131670,dev
131673,dev
131675,train
131680,train
131685,train
131693,dev
131695,train
131697,train
131700,train
131702,train
131705,train
131709,train
131713,train
131715,train
131724,train
131732,dev
131733,train
131734,dev
131738,train
131742,train
131746,train
131749,dev
131751,train
131763,train
131769,train
131770,train
131771,dev
131775,train
131784,train
131785,train
131786,train
131789,train
131790,train
131793,dev
131794,train
131795,train
131797,train
131798,train
131800,train
131802,train
131804,train
131805,train
131808,train
131810,train
131814,train
131815,train
131823,train
131825,dev
131829,train
131831,train
131833,train
131837,test
131846,train
131848,train
131849,train
131853,train
131855,test
131857,test
131861,train
131862,test
131864,train
131867,train
131870,train
131873,train
131874,train
131875,train
131878,test
131880,train
131883,train
131884,train
131893,train
131894,train
131895,train
131901,test
131902,train
131905,train
131908,train
131910,train
131911,train
131919,train
131933,train
131937,train
131938,dev
131946,train
131948,train
131955,test
131957,train
131958,test
131963,dev
131964,test
131968,train
131972,dev
131973,dev
131974,test
131975,test
131976,train
131977,train
131979,train
131980,train
131982,train
131986,dev
131988,test
131989,dev
131990,train
131991,train
132002,train
132004,test
132009,train
132010,dev
132012,train
132015,train
132016,train
132018,train
132022,dev
132025,test
132028,train
132030,train
132036,train
132043,train
132044,train
132045,test
132047,dev
132048,dev
132058,train
132063,train
132064,train
132066,train
132072,train
132074,dev
132077,train
132081,test
132082,train
132084,dev
132085,dev
132086,dev
132087,test
132090,train
132096,train
132098,dev
132099,test
132101,dev
132103,train
132106,train
132107,train
132109,dev
132110,train
132111,dev
132112,test
132113,train
132118,train
132122,train
132125,dev
132129,train
132132,train
132137,train
132138,dev
132141,train
132145,train
132147,dev
132150,dev
132152,train
132153,dev
132155,train
132157,test
132160,dev
132163,train
132171,train
132172,train
132176,train
132178,dev
132181,dev
132182,train
132184,train
132185,dev
132186,dev
132192,train
132198,train
132204,train
132208,train
132211,test
132224,test
132227,train
132229,test
132234,test
132239,train
132240,train
132243,train
132245,train
132249,train
132254,dev
132262,train
132276,train
132277,train
132285,train
132286,train
132287,train
132288,train
132289,train
132291,train
132303,dev
132308,test
132310,train
132312,train
132313,train
132314,dev
132315,train
132320,train
132321,train
132324,train
132341,train
132342,test
132343,train
132347,train
132350,train
132356,train
132358,test
132360,train
132362,train
132364,train
132367,train
132371,train
132376,dev
132382,dev
132383,dev
132386,dev
132398,train
132401,train
132402,train
132411,train
132412,train
132413,train
132415,train
132422,train
132423,dev
132427,dev
132430,train
132432,train
132435,train
132436,test
132439,train
132442,train
132449,dev
132451,train
132455,train
132470,train
132472,train
132473,dev
132474,train
132480,train
132481,train
132488,dev
132491,train
132492,train
132498,dev
132499,dev
132505,train
132507,train
132511,dev
132512,dev
132517,dev
132519,train
132520,train
132523,dev
132526,train
132529,train
132531,train
132535,train
132539,train
132543,train
132545,dev
132553,train
132558,train
132563,train
132564,train
132569,train
132580,train
132581,train
132583,train
132584,train
132586,train
132589,train
132590,train
132597,train
132598,train
132599,train
132603,dev
132606,dev
132612,train
132620,train
132622,train
132626,train
132627,test
132628,train
132630,dev
132633,dev
132643,dev
132644,train
132646,train
132649,dev
132651,train
132655,train
132658,train
132660,dev
132669,test
132672,train
132675,train
132676,train
132683,train
132684,train
132689,test
132693,dev
132695,test
132697,test
132698,dev
132700,train
132701,train
132702,train
132703,train
132707,train
132712,train
132715,train
132719,train
132722,train
132723,train
132729,train
132730,train
132731,dev
132741,train
132748,test
132749,train
132751,train
132754,train
132755,test
132758,train
132760,train
132768,train
132772,dev
132774,train
132777,train
132778,train
132779,train
132784,test
132789,train
132791,dev
132799,train
132803,train
132809,dev
132812,test
132814,train
132815,train
132817,dev
132821,train
132823,train
132828,dev
132831,test
132832,train
132837,dev
132842,train
132846,train
132848,train
132854,train
132857,train
132859,dev
132863,train
132870,train
132875,dev
132876,test
132878,test
132885,test
132886,train
132887,train
132893,train
132894,train
132896,train
132900,test
132901,train
132902,train
132904,train
132907,train
132910,train
132922,train
132925,test
132926,train
132927,train
132929,train
132932,dev
132935,train
132936,train
132940,train
132941,dev
132943,train
132947,test
132950,train
132952,train
132957,dev
132961,train
132962,train
132967,train
132969,train
132970,dev
132981,train
132982,train
132984,dev
132985,train
132989,train
132990,test
132992,test
132998,test
132999,train
133000,train
133003,train
133004,train
133006,dev
133011,train
133012,train
133015,train
133017,dev
133022,test
133025,dev
133026,dev
133027,dev
133028,train
133031,test
133036,train
133039,test
133041,train
133045,train
133053,train
133054,train
133060,train
133063,train
133064,dev
133067,dev
133071,train
133072,test
133073,train
133076,train
133077,train
133080,train
133083,train
133087,test
133091,dev
133092,train
133098,dev
133101,train
133103,dev
133108,train
133109,test
133114,train
133116,train
133117,dev
133118,train
133120,train
133128,train
133131,test
133132,test
133135,train
133136,test
133137,train
133138,train
133139,train
133143,train
133145,test
133146,train
133147,dev
133149,dev
133153,dev
133155,train
133157,train
133158,train
133160,dev
133161,train
133162,train
133164,dev
133166,test
133170,dev
133175,train
133176,test
133179,train
133188,train
133196,dev
133198,train
133201,train
133202,test
133207,train
133208,train
133212,train
133217,train
133227,dev
133230,train
133231,test
133235,train
133236,train
133239,train
133243,train
133244,train
133246,train
133251,test
133253,train
133255,train
133256,test
133265,train
133266,train
133273,dev
133274,train
133276,train
133277,train
133279,train
133282,train
133286,train
133291,dev
133292,train
133293,train
133301,train
133304,train
133305,test
133306,train
133307,dev
133308,train
133313,train
133317,test
133321,train
133322,test
133324,test
133329,train
133332,dev
133334,train
133338,dev
133342,train
